eigval_1,eigval_2,eigval_3,eigval_4,eigval_5,eigval_6,eigval_7,eigval_8,eigval_9,eigval_10,eigval_11,eigval_12,eigval_13,eigval_14,eigval_15,eigval_16,eigval_17,eigval_18,eigval_19,eigval_20,centroid_max,centroid_std,dist_min,dist_max,CN_mean,CN_std,energy
41319.29204394693,21391.864640722117,21391.483375177366,21161.929765562454,19322.70480454841,18007.58416206837,16701.134883691873,16700.51604927428,16126.216877873516,16125.945387938298,15719.42933147039,15521.925086313824,15296.525897005688,15115.194551867007,14993.641786909846,14993.50888705517,14807.758054432274,14807.596030387484,14468.475480509464,14375.301085226474,6.09911,1.000260612521589,2.5629630825341594,12.19822,2.8,0.39999999999999997,-1546.356808
47818.82991360026,22781.586366908276,21834.62925698826,18332.743161901082,18077.298174381707,16756.78305931167,16232.405521818702,16092.759385825912,16026.255468370848,15776.840769504688,15282.419131317252,15158.103519325019,15030.837984897607,14985.95400057482,14810.173157248899,14747.114415186146,14736.438838185872,14713.039994390341,14620.67941018829,14533.136652055593,4.82250061274584,0.9225172327854201,2.5861589280026855,9.487408237255316,5.8,1.6,-1555.417784
43540.156428192844,21362.834260330234,21362.826524146967,19927.933253302406,18797.76310439561,17190.4092946687,17190.40533474288,16880.754765516504,16538.319862007884,15807.324577102807,15393.621797838725,15393.617367354567,15102.906888093703,15042.053236739708,15042.050225678613,15009.881578655524,14937.26987844635,14937.269438405252,14462.1236626124,14428.506703749554,4.989348911271089,1.1037400587155874,2.572658824761845,9.978692401474754,3.2,0.9797958971132713,-1549.161931
48933.44323246197,21184.92771252601,20951.54271448646,20921.400204863592,17090.848984119988,17009.860411392503,16288.785383074577,16214.502907152006,15849.34069142394,15457.358577601351,15199.898616208911,15189.365121668081,15086.35613836284,15062.5084885215,14755.362358097247,14710.509583623272,14708.144521991111,14651.586533783622,14548.002683014236,14534.283317607942,3.696612831077796,0.6789955113173751,2.5827708333233903,7.147840543427084,5.8,1.32664991614216,-1555.687918
46021.15052589255,22859.01843370536,19992.536722998935,19992.53672299892,17420.021585154103,17278.596294628584,16766.555627877824,16766.555627877813,15917.477887916315,15917.477887916302,15818.225845971963,15308.190945077054,14953.713032995089,14953.713032995076,14837.066240674207,14818.830778231515,14728.679229255375,14684.912300437642,14684.91230043763,14627.857158939012,4.198422,0.8171262260122452,2.5923995592317555,8.396844,4.4,1.4966629547095767,-1550.2891
47242.015134201094,21636.82630384919,21636.826303849168,21016.886514148708,17080.860965608652,16803.213185234777,16803.213185234763,16321.107569955395,16198.439595939595,15233.113421083417,15174.767615392628,15174.767615392622,14964.256005013913,14964.256005013896,14833.309685664624,14749.36273906189,14728.589781851939,14648.077096088893,14648.077096088888,14490.062363307099,3.4924157007283654,0.25627674822851676,2.601924,6.984831401456731,5.2,0.39999999999999997,-1555.23919
47242.77778127976,21637.320237426313,21637.277975056713,21016.360575804472,17081.35239292081,16802.75875051481,16802.592739747095,16321.517441187389,16198.556266444615,15232.841673863915,15174.955342242676,15174.911409307779,14964.201799310022,14964.167756016774,14832.86150535591,14749.297824117748,14728.724275100914,14647.939134703054,14647.934309080489,14489.678992500014,3.492528780061518,0.2562242472945644,2.60146,6.985057560123036,5.2,0.39999999999999997,-1555.239197
47336.26680679739,21657.08973470792,21549.40578573742,21056.27468559858,17069.488424688217,16825.00623476761,16795.809882198788,16256.010050059274,16206.428539006052,15238.79500527083,15183.879648989801,15166.845574438381,14947.449383374427,14938.36710187276,14835.313413160726,14757.989907078663,14732.484498207847,14666.669573744333,14642.76035438368,14485.693577898432,3.5067705690280055,0.28158729839891616,2.601844,7.013541138056011,5.2,0.39999999999999997,-1555.19279
46572.58768903639,21967.67748034831,21967.677480348295,18272.365959738945,18097.178298439543,17213.663276674455,16169.761547453001,16169.761547453,16062.045612868484,16052.142897790645,16052.142897790633,15583.464358443345,15131.789830525737,14929.726839524992,14819.466650368395,14819.466650368393,14737.978195602485,14737.978195602478,14721.206534657751,14269.946238945937,4.600763967830343,1.041287129829664,2.576788,9.201527935660685,4.0,1.7888543819998317,-1548.984913
43083.12429521624,22325.9143724229,22325.914372422892,19581.983686731222,18351.449761068194,16809.226311674935,16809.226311674927,16764.393103231036,16197.661215839084,16197.661215839082,15977.060027536507,15702.733960220778,14903.406876871879,14845.98864879261,14828.833705811596,14794.08982490182,14794.089824901803,14718.192635693606,14668.539015565002,14668.539015564998,5.819257798773311,1.5478905076214853,2.5687629802007814,11.638515597546622,3.6,1.4966629547095767,-1547.451362
47611.42645756221,22175.15520847065,22102.17059169694,18967.919840203922,18071.16982764468,16712.437396317924,16336.813615680288,16154.009710987191,15712.409808218414,15498.76812415721,15457.495844389241,15320.52941094386,15172.688760591143,14910.678310623398,14799.800145689509,14798.912284268432,14729.614927895755,14651.32295863542,14622.755220100384,14541.949737904724,4.203954972533126,0.7767924381075489,2.6232604914201714,8.407909945066253,5.6,1.3564659966250536,-1554.413958
46453.25310834783,21052.813572438823,21052.813572438798,20018.73592897777,18114.3925215512,17227.65905407403,16524.563021443748,16524.563021443737,16030.272078156368,16030.27207815636,15704.5897386759,15431.116696693422,15126.802394842545,14989.408596276942,14829.776213001607,14829.776213001604,14705.536255029348,14705.536255029341,14585.65761075228,14410.490251649495,4.453823729391521,0.9833787334392065,2.566006,8.907647458783043,4.0,1.6733200530681511,-1548.942856
48187.71674814679,22236.22622026969,21115.747161274565,19273.66373679992,17513.082109238614,16960.059009350654,16533.839120401582,16288.562210890721,15910.163077448944,15551.818264006743,15283.888345520189,15260.815302388355,15128.749234366944,14911.828261603387,14898.434709488114,14802.238641601685,14758.628664557547,14620.52421851803,14592.797427165937,14519.245718942739,4.845637063408794,0.8962269471621278,2.5977027902392913,9.680302315353586,5.7,2.0024984394500787,-1554.756643
45346.763997033915,23283.342168609888,22639.988373825203,18881.564477955002,17058.74934639768,16712.556354115866,16637.23211428247,16260.400020465084,15920.310509012183,15857.242555966963,15470.884190184182,15430.387712283715,15194.102883548474,15159.096040997036,15039.453265278718,14927.53002597331,14751.516347213674,14685.846947135087,14591.39544248279,14499.665409220015,4.618366214553475,0.9716303589749219,2.58375,9.236710506685647,4.6,1.3564659966250536,-1550.896967
47477.44973558035,22847.66775527539,20118.251055036282,19682.173478388915,18173.735916246882,17231.531096218812,16340.268800766604,16098.748476449437,15737.165079770513,15730.811879831,15433.193957141379,15191.449445353574,15031.91944690554,15026.84806939859,14915.43412057006,14812.971304839844,14778.268778623495,14688.229814274539,14531.67326526474,14500.23670604515,4.876803425132491,0.9589038227870169,2.5835208971852732,9.75087242443639,5.2,1.7204650534085253,-1553.507074
46190.37098156067,22681.907806121057,21851.91918297941,18139.44587067001,17934.246079406934,17391.385103870107,17200.292951487932,16416.875075270204,15964.2267192726,15554.566738193109,15354.338254295471,15345.516764300402,15309.851628480128,14914.511798311376,14897.360102158671,14772.949727748039,14662.70036427632,14616.193882317159,14592.609029539932,14556.760121721698,5.368415088962104,1.1659999450280278,2.583822488076532,10.736830177924208,4.8,1.6613247725836149,-1552.581328
38242.38255472541,24269.016886544676,23798.141240315636,20638.23825106668,18487.513009378028,17236.382135021548,17200.759181571746,16392.0272437093,16086.829602267417,15803.270897825882,15715.554021773734,15581.339669187157,15238.123689544864,15111.289596862214,15055.03049268997,15035.14569282721,14635.533919748626,14630.66117173348,14602.397837585999,14588.391087601602,6.92729946056564,1.0004259694124444,2.560495755467679,13.85459892113128,3.2,0.39999999999999997,-1546.819741
41132.60509417554,22688.43094931771,22688.4309493177,19298.392851329136,18616.31179989075,17752.84549171434,17075.57050364387,17075.570503643856,16023.49940013821,16023.499400138207,15847.070921009728,15595.933258438621,15485.939440661972,15041.082703532074,14950.886830007119,14950.886830007119,14620.633134606454,14620.633134606453,14581.623129474372,14278.181856327914,6.296461360073688,1.6705021315876054,2.5571286375812226,12.592922720147376,2.8,0.7483314773547883,-1546.717161
40721.602724591154,23168.844576484225,22285.664081511022,20253.39252512248,18863.140808625125,17109.2482639742,16578.139466831264,16552.265417061928,16166.579128939451,16067.920534358236,16013.195724717441,15857.915438220905,15526.545915575613,15036.146854974759,14874.079356498083,14767.946445372221,14736.033838506815,14674.722542470954,14609.304546417774,14485.339991727622,7.139115259433553,1.9009746627647206,2.522315,14.278227927092948,2.9,0.9433981132056604,-1545.073909
40344.327964740034,23715.72035798646,23401.071822642272,19639.58925669629,18224.515719575174,16873.025714345713,16864.40047779943,16786.870461436738,16196.929121442798,16069.462385936815,16058.129669909686,15293.577884220584,15277.024056517184,15113.247476186358,14975.336505228512,14954.488218689812,14818.77139461119,14667.365189574464,14633.763150165392,14440.411354276323,6.1461068022248035,1.2052315770777913,2.5632820464529456,12.292213604449607,3.2,0.9797958971132713,-1546.874346
38891.68740206125,23322.90236235537,22735.993285870874,19455.022295800885,19391.40440328618,17539.331962965065,17516.24332678005,17072.977372686248,16352.325606315413,16131.050669644435,15473.67972069108,15337.08019688232,15267.471953151055,15078.197952656226,15013.669278441566,14993.208564219438,14765.56285779275,14712.737811696989,14670.97490179816,14626.506256885963,6.702773383776301,1.6406142789273046,2.5503955682697534,13.405545840528278,2.7,0.7810249675906654,-1546.662154
45715.04945801727,22034.654957489212,22034.654507542557,18797.154139494945,18078.12796803384,17316.21082991469,16872.014995205223,16367.30245596456,16367.302364972382,15755.633243627886,15755.632501692815,15268.42231060794,14991.437937604473,14840.129796663325,14840.129170964994,14803.116903526383,14803.11624993968,14720.214143698373,14642.104195029775,14345.620051990834,5.378808000003347,1.003209953794497,2.584217898375445,10.757616000006694,4.0,1.0954451150103321,-1551.041262
45959.08694438955,23010.629359937844,21253.22978172358,18296.422181509184,17956.196752672466,17562.31642085966,17193.621704309848,16631.150784361795,16291.178310206387,15385.42170153574,15373.397866258358,15225.19187094195,14962.824953835521,14919.271415748808,14918.830841421632,14835.361640030622,14721.376874507985,14650.370669119879,14631.522982682127,14570.62512592839,5.673407898683559,1.2390211315147777,2.587342922922472,11.346815797367118,4.4,1.3564659966250538,-1552.849328
47996.71913607429,22894.275947528073,20194.189060070265,19673.989221054453,17671.487215109926,16645.198103932064,16434.418552692372,16422.785240420268,15786.953818216183,15681.925912987157,15403.17389268288,15167.943349780211,15156.806925919273,14990.586433933106,14879.536190308116,14820.876625176843,14761.640028460628,14636.26809187566,14596.927089794706,14532.32734596474,4.593217105345338,0.8684701951602658,2.5939483409462882,8.478246882836332,5.6,1.8547236990991407,-1554.008166
45351.100358273085,21756.58623719841,21756.5862371984,19297.298516565592,17412.457605117415,17412.457605117408,17112.53433092762,16652.375028624498,16356.404955651835,15819.658497177306,15812.709652714757,15276.078400386261,15276.07840038626,14869.603338283454,14869.603338283448,14869.415123944926,14869.41512394492,14705.81893431931,14560.86433028197,14310.9821675842,3.871762777172305,0.8211543108689219,2.572280521688488,7.74352555434461,3.6,1.2,-1548.496892
45350.41069191675,21755.72976279219,21755.72976279219,19299.430266825,17413.411954011364,17413.411954011342,17111.811553589785,16651.96909497163,16356.454001513612,15820.009646903785,15812.847297921391,15275.83559425591,15275.835594255903,14869.593744216632,14869.59374421662,14869.33508610514,14869.335086105135,14705.396870808021,14560.693273482957,14311.193201285863,3.8717841297524584,0.8211212519009834,2.5724275998989747,7.743568259504917,3.6,1.2,-1548.496894
45352.373808439705,21756.971288306784,21756.971288306773,19297.105893908032,17412.317726586098,17412.317726586072,17112.15948106098,16652.931266410065,16356.034898164902,15819.934543623707,15812.16948253437,15276.11204409514,15276.112044095133,14869.343749647238,14869.343749647232,14869.275286626445,14869.275286626435,14705.713273401798,14560.720966504909,14310.844377409341,3.871571987868752,0.8210703951475007,2.572307391746173,7.743143975737504,3.6,1.2,-1548.496886
45962.13057610647,21923.80096476478,20522.64717999126,20522.647179991258,18104.42462186052,17209.40312520269,16759.825331654683,16759.82533165468,15672.354667178726,15672.354667178719,15597.380802145124,15174.718763664036,15144.054879592357,14918.3839000526,14832.154080605322,14832.154080605314,14820.103773767796,14820.103773767783,14642.329705995735,14457.230776201346,4.035681395302285,0.7803785442983916,2.6113142781760295,8.07136279060457,4.0,1.0954451150103321,-1550.714961
46760.352789328485,22767.772406007924,19898.903166948254,19898.903166948243,18424.40741507893,16625.334614807813,16625.3346148078,16121.082367320014,15860.723241251388,15860.723241251379,15726.133265970017,15610.246465701495,15077.339535824673,15013.838729814326,14804.667825570597,14804.667825570581,14794.909451313591,14794.90945131359,14588.898145168892,14288.880461983277,4.348916327671182,0.9039650214257356,2.6131654357766942,8.697832655342363,4.4,1.3564659966250536,-1551.03691
46453.39287305187,21052.802053271593,21052.802053271567,20019.676740975487,18114.07900466481,17226.916269317455,16524.61255586972,16524.612555869717,16029.888599670989,16029.888599670983,15704.5630399392,15431.38937995342,15126.849182763362,14989.949800490276,14829.728221788553,14829.728221788548,14705.75802979365,14705.758029793638,14585.355052754994,14410.277917281306,4.453524251680236,0.9831405086138401,2.566096,8.907048503360471,4.0,1.6733200530681511,-1548.942851
46821.31283112443,22782.527399376144,19872.570707985866,19872.570707985855,18430.94780856496,16621.348488874115,16621.34848887411,16120.030818051193,15860.963054081038,15860.963054081025,15748.455155976848,15577.893196142712,15067.817490257465,15034.009077149734,14804.504911019749,14804.504911019729,14792.566564180977,14792.566564180972,14583.797872886085,14277.329080168292,4.350002264588146,0.9112646020152287,2.613691523221897,8.700004529176292,4.4,1.3564659966250536,-1551.048898
45332.83266815705,21613.80028473167,21016.351333369636,20634.477935769683,18573.593371409293,17384.254480155632,16679.71782687132,16238.686108978869,16143.387717295314,15763.99570691991,15149.2505102317,15121.027822198785,14983.507498751083,14933.589710449196,14905.359474852366,14844.516302907456,14824.427495026026,14766.382488171703,14745.721676570132,14693.147769164427,5.737861909454863,0.9851124684430288,2.591847115782295,11.475723818909726,4.2,1.16619037896906,-1553.737843
45839.84175452754,21743.646960186077,21743.52102998883,19606.14137849531,17446.919814640798,17446.86799324391,17077.16389190803,16312.40035603786,16020.23189268982,15980.474882262759,15508.138312677325,15259.943278900817,15259.905750629672,14857.359532955068,14857.322153462741,14791.061382864113,14791.039349831066,14634.274305086541,14624.774760166507,14546.999401426434,4.190457885018892,0.7944392311609902,2.588516705130759,8.380898782564374,4.0,1.0954451150103321,-1551.688837
44517.22084565949,21423.354123035027,21362.560966579906,20604.844473360045,18693.913245823253,17477.07751209795,16778.186272861352,16378.855942813294,16205.534780806192,15940.890257806037,15277.65128277393,15264.442104140164,15053.621363680611,14994.05141079169,14936.028793580079,14852.573273298976,14759.759963382314,14675.0568416601,14631.559293574404,14520.845434256444,5.524317453958634,1.0224781974654864,2.5851722926623286,11.048634788564287,3.8,0.9797958971132711,-1552.557847
47184.29400442576,21624.011076816867,21624.010544761906,20433.75274519983,17137.411602969343,16930.098714099433,16930.098704392367,16349.466748079307,15823.59584001987,15432.609670695083,15339.226040778385,15143.685667234558,15143.685613894344,14906.045807352437,14906.045458106262,14776.244589626403,14776.244544667237,14748.521303099415,14570.093750588547,14568.885755173867,4.11179208219944,0.5630252748397655,2.613392286083932,7.1636995076639,5.2,1.32664991614216,-1554.128204
46503.73961846969,21238.393559296874,21182.152185269075,20879.768501140443,17429.851379163498,17394.135770204328,17378.732631877727,16083.734776383437,15691.044992405992,15204.11018843213,15200.613257912426,15143.644707136802,15120.016561122953,14934.97307167959,14879.60007629023,14875.95700258751,14870.678890566325,14819.241309558667,14761.531897429415,14756.107805054115,4.292092682997537,0.7918406838828533,2.6064345326583593,8.584185365995074,4.8,1.4696938456699071,-1553.635898
46530.90321535163,21315.04900139668,20987.126290759497,20987.111274003557,17420.043499294894,17420.03330399472,17351.51801749187,16082.020988064713,15697.143620491082,15207.845845843362,15172.093054913099,15172.090361780625,15105.418244919972,14948.790431351954,14880.402880888227,14880.401615740755,14860.271377914547,14788.107010224738,14788.106767991696,14753.551379563572,4.288571749606389,0.7935571254247136,2.609836387629692,8.577141756627844,4.8,1.4696938456699071,-1553.639366
39779.983009516254,21543.096875617484,21539.998273693243,19273.47206145988,18235.571890620744,18211.060771304725,17495.72668266933,17494.160495201737,17194.146831556303,16319.566359112836,16318.239243692547,15847.155317244167,15437.08796261176,14930.672388645467,14910.747314819619,14910.639997856031,14878.771621216658,14878.283427924982,14844.372369227049,14305.275287990387,6.503609421810938,1.764977051910116,2.501600129844096,13.007218843621876,2.4,1.2,-1543.034624
43530.08123767942,21360.510632383965,21360.510199007153,19939.883567511566,18796.530931027726,17192.498023333806,17192.497804699866,16876.675699326315,16539.142652413666,15808.776393504024,15392.006608621667,15392.006379484925,15103.319446327954,15044.147681950622,15044.147461164986,15009.784146383055,14937.105009384797,14937.104950909023,14461.312836510479,14429.986520356146,4.990889512279049,1.1023662497017024,2.572759582991773,9.981766022704699,3.2,0.9797958971132713,-1549.161871
45714.69358074533,22034.55595593224,22034.50246915042,18797.018549070108,18078.11423315925,17316.418899573357,16872.098811694123,16367.400939113833,16367.365423020186,15755.537905187888,15755.536441276518,15268.459557311757,14991.50872448147,14840.270612182198,14840.255846581142,14803.147710707379,14803.146129911143,14720.11666958938,14642.259840821322,14345.619882472058,5.379004418000881,1.0033177543995464,2.584278,10.758008128895469,4.0,1.0954451150103321,-1551.041267
45424.58770294211,22247.0818646255,22247.081864625492,18049.823706850726,17837.74149864988,17633.307597759147,17327.466459866857,16596.790427933625,16596.790427933618,15261.201307256035,15261.201307256015,15204.122996635195,15204.122996635177,15168.057727693566,15001.804284573733,14780.08499395427,14747.43206169761,14747.432061697598,14543.47908308683,14468.41781030827,5.496909524015108,1.2063783523065124,2.5898807392715986,10.993819048030216,4.0,1.0954451150103321,-1552.169405
45714.82567998119,22034.73486996637,22034.734869966356,18796.35191466064,18078.35865698763,17316.598997352874,16872.223514954912,16367.47075702282,16367.470757022815,15755.339184182652,15755.339184182647,15268.207963036286,14991.492390239475,14840.409675322408,14840.409675322402,14803.005277161545,14803.005277161537,14720.012501272437,14642.48284932285,14345.554186861467,5.379105534269429,1.0034316475021288,2.584534,10.758211068538857,4.0,1.0954451150103321,-1551.041271
40907.51108607749,22758.91830152311,22758.918301523096,19884.758015506097,18777.023506407717,17003.05231732986,17003.052317329857,16859.492548332175,15941.145218684449,15941.145218684447,15838.817928168812,15756.013676946373,15491.108524671481,15153.814818722572,15081.059826607014,15081.059826607014,14644.267317600339,14604.835495900654,14604.83549590065,14257.198439457985,6.551147550554025,1.782566198942546,2.5646052133108124,13.10229510110805,2.8,0.7483314773547883,-1545.269752
42914.58360675257,24474.21871692933,21674.647805486908,19236.90889278953,18929.198970315923,17040.059925613084,16891.678559831435,16610.810101765885,16096.927603053495,15810.956196212872,15323.233296789005,15300.853086359737,15079.119117181386,15036.236950441767,14795.943648480179,14750.84874674979,14732.907577111662,14676.014866595277,14503.69868963256,14469.181823888865,6.781587402322925,1.608920443861424,2.5921096235570364,13.56317480464585,4.3,1.3453624047073711,-1554.182181
40335.66251768358,23690.242761485108,23432.716201798303,19639.295211726883,18224.026349200685,16872.445506171418,16862.435107200778,16788.117106739395,16197.3372518315,16071.268185976158,16062.362952913227,15295.915563652023,15274.864981998377,15113.50913056258,14974.681911181857,14954.51763735807,14818.81563132751,14667.202052370429,14633.092782777081,14439.51933802624,6.123260718944524,1.201215380095413,2.56284847965267,12.246521437889047,3.2,0.9797958971132713,-1546.873976
47564.474342060756,22786.682557457134,20147.963043589098,20147.96304358909,17670.01355230455,16747.200554521103,16747.2005545211,16201.264496127897,15697.968485653111,15697.968485653102,15441.52365604749,15332.57094906777,14942.324839919991,14840.513868322209,14799.629137481288,14799.629137481288,14786.239850505994,14695.328315871038,14695.328315871033,14606.240995936163,4.007379814568492,0.7279387482852504,2.630152,8.014497325719873,5.2,1.4696938456699067,-1552.866415
45796.06823744286,22281.644785587814,22281.6447855878,18414.721023578353,17684.901787796265,17399.53628245632,16796.065504642924,16278.321416942994,16278.321416942988,15547.752243725938,15547.752243725918,15393.445157006032,15281.841280109908,15281.8412801099,15197.773202593675,14939.06337841133,14599.760555109133,14599.760555109124,14473.482682185553,14274.330362916364,5.5052378276839224,1.1939333557464065,2.6036230285786384,11.010475655367845,4.0,1.0954451150103321,-1551.516846
45795.78476709361,22281.135868211204,22281.135868211204,18415.173856024863,17684.75274583912,17400.94404198776,16794.491802998808,16278.500879961288,16278.500879961286,15547.138701675258,15547.13870167524,15393.937819733963,15282.286821763122,15282.286821763098,15197.816607654126,14939.090599154288,14599.984823777155,14599.984823777148,14473.64182497784,14274.299925740812,5.505942106037985,1.1940762202690034,2.60387204760161,11.01188421207597,4.0,1.0954451150103321,-1551.516843
41965.96412600108,21953.07325507314,21951.052183015538,19837.304536597017,19416.178501188344,17254.707822561544,16968.960827387156,16967.515405563772,15905.675510085757,15581.25184725583,15486.421247878936,15486.289630892432,15402.571037612686,15228.23456841717,15227.215479738537,15106.119424293121,14843.972077717242,14843.746562587465,14475.578202577357,14446.195935537045,6.448276328916512,1.872744952810648,2.5837010033138514,12.896552657833023,3.2,0.9797958971132713,-1544.63298
43702.766022983786,23938.699490838582,22522.6572113924,19987.87120417301,17245.848246382862,16881.01937897833,16880.15714518602,15860.068434943485,15668.696775080625,15537.619893443081,15468.088451221987,15461.767562561869,15445.949961666984,15295.424096733648,15093.225043394832,14970.106296023578,14768.305610555028,14719.450251909646,14548.512872622332,14351.794231889166,6.015887226466268,1.3546504792171232,2.561126771728608,12.031774452932536,4.2,0.8717797887081348,-1550.680563
45346.55285306924,21753.438448678375,21753.438448678357,19304.3438418065,17415.701531192426,17415.70153119242,17110.720199130723,16650.551965105034,16356.669612138112,15820.589961232683,15813.762332942859,15275.370466032422,15275.370466032417,14869.890489825602,14869.890489825593,14869.397060719042,14869.397060719035,14704.667074300734,14560.56574822808,14312.008601131576,3.872153300298298,0.8211104150346742,2.572988,7.744306600596596,3.6,1.2,-1548.496834
42645.44096263402,22054.992105897516,22054.992105897498,20187.32209861895,18006.259441198854,17817.275329647066,17817.275329647062,16495.677787206798,15982.449477623575,15961.474155692022,15444.57602235,15444.57602235,15210.613269006515,14927.306990491903,14927.306990491898,14718.055235707132,14718.055235707125,14685.03392802412,14655.41617135355,14593.929522435517,4.053993441893438,0.2763465245398416,2.57745,8.107986883786875,3.2,0.39999999999999997,-1548.886641
43062.43943689231,23427.795836139383,22913.98564759163,18925.711920784484,18362.1063843099,17970.627352411942,16759.937275836288,16339.34450482694,15966.58378373081,15837.541677176343,15542.14691639564,15295.600317135633,15039.578008697468,14928.43007497596,14820.437856553153,14810.11912083673,14712.905951209184,14658.218018938982,14503.069348093864,14471.448749444533,6.155316390197502,1.4907788046667492,2.5896365935014902,11.957817205501051,4.3,1.3453624047073711,-1553.868871
40804.654637948785,24407.34349489558,21835.35458758685,19406.570648687954,18537.988860818,17989.865517452396,17145.415002395366,16579.165714144183,16247.622030941304,15766.656246859442,15693.252761077914,15326.348625146884,15242.933617871824,15122.346535849296,15010.344205308176,14932.615568288811,14773.597649577438,14640.043366644533,14458.073036557944,14427.836073928473,7.591099674846128,1.8095611186784801,2.555843640461794,13.18704735342025,3.4,1.0677078252031311,-1549.718818
